"","code","name","name_ascii","id"
"980","FJ.02","Eastern","Eastern",4036647
"981","FJ.04","Rotuma","Rotuma",6324593
"982","FM.04","Yap","Yap",2081175
"983","FM.02","Pohnpei","Pohnpei",2081550
"984","FM.01","Kosrae","Kosrae",2082036
"985","FM.03","Chuuk","Chuuk",2082282
"986","FO.VG","Vágar","Vagar",2610816
"987","FO.SU","Suðuroy","Suduroy",2612137
"988","FO.ST","Streymoy","Streymoy",2612225
"989","FO.SA","Sandoy","Sandoy",2614219
"990","FO.NO","Norðoyar","Nordoyar",2616145
"991","FO.OS","Eysturoy","Eysturoy",2622387
"992","FR.93","Provence-Alpes-Côte d'Azur","Provence-Alpes-Cote d'Azur",2985244
"993","FR.52","Pays de la Loire","Pays de la Loire",2988289
"994","FR.11","Île-de-France","Ile-de-France",3012874
"995","FR.94","Corsica","Corsica",3023519
"996","FR.24","Centre","Centre",3027939
"997","FR.53","Brittany","Brittany",3030293
"998","FR.27","Bourgogne-Franche-Comté","Bourgogne-Franche-Comte",11071619
"999","FR.75","Nouvelle-Aquitaine","Nouvelle-Aquitaine",11071620
"1000","FR.28","Normandy","Normandy",11071621
"1001","FR.44","Grand Est","Grand Est",11071622
"1002","FR.76","Occitanie","Occitanie",11071623
"1003","FR.32","Hauts-de-France","Hauts-de-France",11071624
"1004","FR.84","Auvergne-Rhône-Alpes","Auvergne-Rhone-Alpes",11071625
"1005","GA.09","Woleu-Ntem","Woleu-Ntem",2396076
"1006","GA.08","Ogooué-Maritime","Ogooue-Maritime",2396924
"1007","GA.07","Ogooué-Lolo","Ogooue-Lolo",2396925
"1008","GA.06","Ogooué-Ivindo","Ogooue-Ivindo",2396926
"1009","GA.05","Nyanga","Nyanga",2397141
"1010","GA.04","Ngouni","Ngouni",2397466
"1011","GA.03","Moyen-Ogooué","Moyen-Ogooue",2397842
"1012","GA.02","Haut-Ogooué","Haut-Ogooue",2400454
"1013","GA.01","Estuaire","Estuaire",2400682
"1014","GB.WLS","Wales","Wales",2634895
"1015","GB.SCT","Scotland","Scotland",2638360
"1016","GB.NIR","Northern Ireland","Northern Ireland",2641364
"1017","GB.ENG","England","England",6269131
"1018","GD.06","Saint Patrick","Saint Patrick",3579907
"1019","GD.05","Saint Mark","Saint Mark",3579913
"1020","GD.04","Saint John","Saint John",3579919
"1021","GD.03","Saint George","Saint George",3579926
"1022","GD.02","Saint David","Saint David",3579932
"1023","GD.01","Saint Andrew","Saint Andrew",3579938
"1024","GD.10","Carriacou and Petite Martinique","Carriacou and Petite Martinique",7303836
"1025","GE.51","T'bilisi","T'bilisi",611716
"1026","GE.04","Ajaria","Ajaria",615929
"1027","GE.68","Kvemo Kartli","Kvemo Kartli",865536
"1028","GE.67","Kakheti","Kakheti",865537
"1029","GE.65","Guria","Guria",865538
"1030","GE.66","Imereti","Imereti",865539
"1031","GE.73","Shida Kartli","Shida Kartli",865540
"1032","GE.69","Mtskheta-Mtianeti","Mtskheta-Mtianeti",865541
"1033","GE.70","Racha-Lechkhumi and Kvemo Svaneti","Racha-Lechkhumi and Kvemo Svaneti",865542
"1034","GE.71","Samegrelo and Zemo Svaneti","Samegrelo and Zemo Svaneti",865543
"1035","GE.72","Samtskhe-Javakheti","Samtskhe-Javakheti",865544
"1036","GE.02","Abkhazia","Abkhazia",6643410
"1037","GF.GF","Guyane","Guyane",6690605
"1038","GG.6417213","St Pierre du Bois","St Pierre du Bois",6417213
"1039","GG.6417214","Torteval","Torteval",6417214
"1040","GG.6417215","Saint Saviour","Saint Saviour",6417215
"1041","GG.6417223","Forest","Forest",6417223
"1042","GG.6417224","St Martin","St Martin",6417224
"1043","GG.6417226","Saint Andrew","Saint Andrew",6417226
"1044","GG.6417228","St Peter Port","St Peter Port",6417228
"1045","GG.6417229","Castel","Castel",6417229
"1046","GG.6417230","Vale","Vale",6417230
"1047","GG.6417233","St Sampson","St Sampson",6417233
"1048","GG.8989934","Alderney","Alderney",8989934
"1049","GH.09","Western","Western",2294076
"1050","GH.08","Volta","Volta",2294234
"1051","GH.11","Upper West","Upper West",2294286
"1052","GH.10","Upper East","Upper East",2294291
"1053","GH.06","Northern","Northern",2297169
"1054","GH.01","Greater Accra","Greater Accra",2300569
"1055","GH.05","Eastern","Eastern",2301360
"1056","GH.04","Central","Central",2302353
"1057","GH.02","Ashanti","Ashanti",2304116
"1058","GH.13","Bono","Bono",12105069
"1059","GH.16","Oti","Oti",12105070
"1060","GH.15","North East","North East",12105071
"1061","GH.12","Ahafo","Ahafo",12105072
"1062","GH.14","Bono East","Bono East",12105073
"1063","GH.17","Savannah","Savannah",12105074
"1064","GH.18","Western North","Western North",12105075
"1065","GL.04","Kujalleq","Kujalleq",7602005
"1066","GL.06","Qeqqata","Qeqqata",7602006
"1067","GL.07","Sermersooq","Sermersooq",7602007
"1068","GL.11839534","Qeqertalik","Qeqertalik",11839534
"1069","GL.11839537","Avannaata","Avannaata",11839537
"1070","GM.05","Western","Western",2411683
"1071","GM.04","Upper River","Upper River",2411711
"1072","GM.07","North Bank","North Bank",2412353
"1073","GM.03","Central River","Central River",2412707
"1074","GM.02","Lower River","Lower River",2412716
"1075","GM.01","Banjul","Banjul",2413875
"1076","GN.04","Conakry","Conakry",2422464
"1077","GN.B","Boke","Boke",8335085
"1078","GN.F","Faranah","Faranah",8335086
"1079","GN.K","Kankan","Kankan",8335087
"1080","GN.D","Kindia","Kindia",8335088
"1081","GN.L","Labe","Labe",8335089
"1082","GN.M","Mamou","Mamou",8335090
"1083","GN.N","Nzerekore","Nzerekore",8335091
"1084","GP.GP","Guadeloupe","Guadeloupe",6690363
"1085","GQ.03","Annobon","Annobon",2310307
"1086","GQ.04","Bioko Norte","Bioko Norte",2566978
"1087","GQ.05","Bioko Sur","Bioko Sur",2566979
"1088","GQ.06","Centro Sur","Centro Sur",2566980
"1089","GQ.07","Kié-Ntem","Kie-Ntem",2566981
"1090","GQ.08","Litoral","Litoral",2566982
"1091","GQ.09","Wele-Nzas","Wele-Nzas",2566983
"1092","GR.736572","Mount Athos","Mount Athos",736572
"1093","GR.ESYE31","Attica","Attica",6692632
"1094","GR.ESYE24","Central Greece","Central Greece",6697800
"1095","GR.ESYE12","Central Macedonia","Central Macedonia",6697801
"1096","GR.ESYE43","Crete","Crete",6697802
"1097","GR.ESYE11","East Macedonia and Thrace","East Macedonia and Thrace",6697803
"1098","GR.ESYE21","Epirus","Epirus",6697804
"1099","GR.ESYE22","Ionian Islands","Ionian Islands",6697805
"1100","GR.ESYE41","North Aegean","North Aegean",6697806
"1101","GR.ESYE25","Peloponnese","Peloponnese",6697807
"1102","GR.ESYE42","South Aegean","South Aegean",6697808
"1103","GR.ESYE14","Thessaly","Thessaly",6697809
"1104","GR.ESYE23","West Greece","West Greece",6697810
"1105","GR.ESYE13","West Macedonia","West Macedonia",6697811
"1106","GT.22","Zacapa","Zacapa",3587586
"1107","GT.21","Totonicapán","Totonicapan",3588257
"1108","GT.20","Suchitepeque","Suchitepeque",3588668
"1109","GT.19","Sololá","Solola",3588697
"1110","GT.18","Santa Rosa","Santa Rosa",3589172
"1111","GT.17","San Marcos","San Marcos",3589801
"1112","GT.16","Sacatepéquez","Sacatepequez",3590686
"1113","GT.15","Retalhuleu","Retalhuleu",3590857
"1114","GT.14","Quiché","Quiche",3590964
"1115","GT.13","Quetzaltenango","Quetzaltenango",3590978
"1116","GT.12","Petén","Peten",3591410
"1117","GT.11","Jutiapa","Jutiapa",3595067
"1118","GT.10","Jalapa","Jalapa",3595236
"1119","GT.09","Izabal","Izabal",3595259
"1120","GT.08","Huehuetenango","Huehuetenango",3595415
"1121","GT.07","Guatemala","Guatemala",3595530
"1122","GT.06","Escuintla","Escuintla",3595802
"1123","GT.05","El Progreso","El Progreso",3596416
"1124","GT.04","Chiquimula","Chiquimula",3598464
"1125","GT.03","Chimaltenango","Chimaltenango",3598571
"1126","GT.02","Baja Verapaz","Baja Verapaz",3599602
"1127","GT.01","Alta Verapaz","Alta Verapaz",3599773
"1128","GU.PI","Piti","Piti",4038478
"1129","GU.SR","Santa Rita","Santa Rita",4038555
"1130","GU.SJ","Sinajana","Sinajana",4038590
"1131","GU.TF","Talofofo","Talofofo",4038652
"1132","GU.TM","Tamuning","Tamuning",4038661
"1133","GU.UM","Umatac","Umatac",4038739
"1134","GU.YG","Yigo","Yigo",4038796
"1135","GU.YN","Yona","Yona",4038811
"1136","GU.ME","Merizo","Merizo",4043396
"1137","GU.MA","Mangilao","Mangilao",4043416
"1138","GU.AH","Agana Heights","Agana Heights",4043524
"1139","GU.CP","Chalan Pago-Ordot","Chalan Pago-Ordot",4043614
"1140","GU.AS","Asan","Asan",4043691
"1141","GU.AT","Agat","Agat",4043725
"1142","GU.DD","Dededo","Dededo",4043877
"1143","GU.BA","Barrigada","Barrigada",4043885
"1144","GU.AN","Hagatna","Hagatna",4044019
"1145","GU.IN","Inarajan","Inarajan",4044041
"1146","GU.MT","Mongmong-Toto-Maite","Mongmong-Toto-Maite",4044148
"1147","GW.07","Tombali","Tombali",2368955
"1148","GW.02","Quinara","Quinara",2370360
"1149","GW.04","Oio","Oio",2371071
"1150","GW.10","Gabú","Gabu",2372533
"1151","GW.06","Cacheu","Cacheu",2374312
"1152","GW.05","Bolama","Bolama",2374689
"1153","GW.11","Bissau","Bissau",2374776
"1154","GW.12","Biombo","Biombo",2374820
"1155","GW.01","Bafatá","Bafata",2375255
"1156","GY.19","Upper Takutu-Upper Essequibo","Upper Takutu-Upper Essequibo",3375463
"1157","GY.18","Upper Demerara-Berbice","Upper Demerara-Berbice",3375469
"1158","GY.17","Potaro-Siparuni","Potaro-Siparuni",3376386
"1159","GY.16","Pomeroon-Supenaam","Pomeroon-Supenaam",3376407
"1160","GY.15","Mahaica-Berbice","Mahaica-Berbice",3377274
"1161","GY.14","Essequibo Islands-West Demerara","Essequibo Islands-West Demerara",3378741
"1162","GY.13","East Berbice-Corentyne","East Berbice-Corentyne",3378840
"1163","GY.12","Demerara-Mahaica","Demerara-Mahaica",3378950
"1164","GY.11","Cuyuni-Mazaruni","Cuyuni-Mazaruni",3379023
"1165","GY.10","Barima-Waini","Barima-Waini",3379515
"1166","HK.NYL","Yuen Long","Yuen Long",1818224
"1167","HK.NTW","Tsuen Wan","Tsuen Wan",1818458
"1168","HK.NTP","Tai Po","Tai Po",1818672
"1169","HK.NSK","Sai Kung","Sai Kung",1819049
"1170","HK.NIS","Islands","Islands",1819708
"1171","HK.HCW","Central and Western","Central and Western",7533598
"1172","HK.HWC","Wan Chai","Wan Chai",7533607
"1173","HK.HEA","Eastern","Eastern",7533608
"1174","HK.HSO","Southern","Southern",7533609
"1175","HK.KYT","Yau Tsim Mong","Yau Tsim Mong",7533610
"1176","HK.KSS","Sham Shui Po","Sham Shui Po",7533611
"1177","HK.KKC","Kowloon City","Kowloon City",7533612
"1178","HK.KWT","Wong Tai Sin","Wong Tai Sin",7533613
"1179","HK.KKT","Kwun Tong","Kwun Tong",7533614
"1180","HK.NKT","Kwai Tsing","Kwai Tsing",7533615
"1181","HK.NTM","Tuen Mun","Tuen Mun",7533616
"1182","HK.NNO","North","North",7533617
"1183","HK.NST","Sha Tin","Sha Tin",7533618
"1184","HN.18","Yoro","Yoro",3600193
"1185","HN.17","Valle","Valle",3600456
"1186","HN.16","Santa Bárbara","Santa Barbara",3601689
"1187","HN.15","Olancho","Olancho",3604249
"1188","HN.14","Ocotepeque","Ocotepeque",3604318
"1189","HN.13","Lempira","Lempira",3606066
"1190","HN.12","La Paz","La Paz",3607251
"1191","HN.11","Bay Islands","Bay Islands",3608814
"1192","HN.10","Intibucá","Intibuca",3608833
"1193","HN.09","Gracias a Dios","Gracias a Dios",3609583
"1194","HN.08","Francisco Morazán","Francisco Morazan",3609672
"1195","HN.07","El Paraíso","El Paraiso",3610942
"1196","HN.06","Cortés","Cortes",3613140
"1197","HN.05","Copán","Copan",3613229
"1198","HN.04","Comayagua","Comayagua",3613319
"1199","HN.03","Colón","Colon",3613358
"1200","HN.02","Choluteca","Choluteca",3613527
"1201","HN.01","Atlántida","Atlantida",3615027
"1202","HR.01","Bjelovarsko-Bilogorska","Bjelovarsko-Bilogorska",3337511
"1203","HR.02","Slavonski Brod-Posavina","Slavonski Brod-Posavina",3337512
"1204","HR.03","Dubrovacko-Neretvanska","Dubrovacko-Neretvanska",3337513
"1205","HR.04","Istria","Istria",3337514
"1206","HR.05","Karlovacka","Karlovacka",3337515
"1207","HR.06","Koprivnicko-Križevacka","Koprivnicko-Krizevacka",3337518
"1208","HR.07","Krapinsko-Zagorska","Krapinsko-Zagorska",3337519
"1209","HR.08","Licko-Senjska","Licko-Senjska",3337520
"1210","HR.09","Medimurska","Medimurska",3337521
"1211","HR.10","Osjecko-Baranjska","Osjecko-Baranjska",3337522
"1212","HR.11","Požeško-Slavonska","Pozesko-Slavonska",3337523
"1213","HR.12","Primorsko-Goranska","Primorsko-Goranska",3337524
"1214","HR.13","Šibensko-Kniniska","Sibensko-Kniniska",3337525
"1215","HR.14","Sisacko-Moslavacka","Sisacko-Moslavacka",3337526
"1216","HR.15","Split-Dalmatia","Split-Dalmatia",3337527
"1217","HR.16","Varaždinska","Varazdinska",3337528
"1218","HR.18","Vukovar-Sirmium","Vukovar-Sirmium",3337529
"1219","HR.19","Zadarska","Zadarska",3337530
"1220","HR.20","Zagrebacka","Zagrebacka",3337531
"1221","HR.21","City of Zagreb","City of Zagreb",3337532
"1222","HR.17","Virovitick-Podravska","Virovitick-Podravska",3337533
"1223","HT.13","Sud-Est","Sud-Est",3716950
"1224","HT.12","Sud","Sud",3716952
"1225","HT.11","Ouest","Ouest",3719432
"1226","HT.03","Nord-Ouest","Nord-Ouest",3719536
"1227","HT.10","Nord-Est","Nord-Est",3719540
"1228","HT.09","Nord","Nord",3719543
"1229","HT.14","Grand'Anse","Grandans",3724613
"1230","HT.07","Centre","Centre",3728069
"1231","HT.06","Artibonite","Artibonite",3731053
"1232","HT.15","Nippes","Nippes",7115999
"1233","HU.18","Szabolcs-Szatmár-Bereg","Szabolcs-Szatmar-Bereg",715593
"1234","HU.20","Jász-Nagykun-Szolnok","Jasz-Nagykun-Szolnok",719637
"1235","HU.11","Heves","Heves",720002
"1236","HU.10","Hajdú-Bihar","Hajdu-Bihar",720293
"1237","HU.06","Csongrád","Csongrad",721589
"1238","HU.04","Borsod-Abaúj-Zemplén","Borsod-Abauj-Zemplen",722064
"1239","HU.03","Bekes","Bekes",722433
"1240","HU.24","Zala","Zala",3042613
"1241","HU.23","Veszprém","Veszprem",3042925
"1242","HU.22","Vas","Vas",3043047
"1243","HU.21","Tolna","Tolna",3043845
"1244","HU.17","Somogy","Somogy",3045226
"1245","HU.16","Pest","Pest",3046431
"1246","HU.14","Nógrád","Nograd",3047348
"1247","HU.12","Komárom-Esztergom","Komarom-Esztergom",3049518
"1248","HU.09","Gyor-Moson-Sopron","Gyor-Moson-Sopron",3051977
"1249","HU.08","Fejér","Fejer",3053028
"1250","HU.05","Budapest","Budapest",3054638
"1251","HU.02","Baranya","Baranya",3055399
"1252","HU.01","Bács-Kiskun","Bacs-Kiskun",3055744
"1253","ID.26","North Sumatra","North Sumatra",1213642
"1254","ID.01","Aceh","Aceh",1215638
"1255","ID.10","Yogyakarta","Yogyakarta",1621176
"1256","ID.32","South Sumatra","South Sumatra",1626196
"1257","ID.24","West Sumatra","West Sumatra",1626197
"1258","ID.31","North Sulawesi","North Sulawesi",1626229
"1259","ID.22","Southeast Sulawesi","Southeast Sulawesi",1626230
"1260","ID.21","Central Sulawesi","Central Sulawesi",1626231
"1261","ID.38","South Sulawesi","South Sulawesi",1626232
"1262","ID.37","Riau","Riau",1629652
"1263","ID.18","East Nusa Tenggara","East Nusa Tenggara",1633791
"1264","ID.17","West Nusa Tenggara","West Nusa Tenggara",1633792
"1265","ID.28","Maluku","Maluku",1636627
"1266","ID.15","Lampung","Lampung",1638535
"1267","ID.14","East Kalimantan","East Kalimantan",1641897
"1268","ID.13","Central Kalimantan","Central Kalimantan",1641898
"1269","ID.12","South Kalimantan","South Kalimantan",1641899
"1270","ID.11","West Kalimantan","West Kalimantan",1641900
"1271","ID.08","East Java","East Java",1642668
"1272","ID.07","Central Java","Central Java",1642669
"1273","ID.30","West Java","West Java",1642672
"1274","ID.05","Jambi","Jambi",1642856
"1275","ID.04","Jakarta","Jakarta",1642907
"1276","ID.36","Papua","Papua",1643012
"1277","ID.03","Bengkulu","Bengkulu",1649147
"1278","ID.02","Bali","Bali",1650535
"1279","ID.33","Banten","Banten",1923045
"1280","ID.34","Gorontalo","Gorontalo",1923046
"1281","ID.35","Bangka–Belitung Islands","Bangka-Belitung Islands",1923047
"1282","ID.29","North Maluku","North Maluku",1958070
"1283","ID.39","West Papua","West Papua",1996549
"1284","ID.41","West Sulawesi","West Sulawesi",1996550
"1285","ID.40","Riau Islands","Riau Islands",1996551
"1286","ID.42","North Kalimantan","North Kalimantan",8604684
"1287","IE.C","Connaught","Connaught",7521313
"1288","IE.L","Leinster","Leinster",7521314
"1289","IE.M","Munster","Munster",7521315
"1290","IE.U","Ulster","Ulster",7521316
"1291","IL.06","Jerusalem","Jerusalem",293198
"1292","IL.05","Tel Aviv","Tel Aviv",293396
"1293","IL.04","Haifa","Haifa",294800
"1294","IL.03","Northern District","Northern District",294824
"1295","IL.02","Central District","Central District",294904
"1296","IL.01","Southern District","Southern District",294952
"1297","IL.WE","Judea and Samaria Area","Judea and Samaria Area",11821181
"1298","IM.9782164","Andreas","Andreas",9782164
"1299","IM.9782165","Arbory","Arbory",9782165
"1300","IM.9782166","Ballaugh","Ballaugh",9782166
"1301","IM.9782167","Braddan","Braddan",9782167
"1302","IM.9782168","Bride","Bride",9782168
"1303","IM.9782169","Castletown","Castletown",9782169
"1304","IM.9782170","Douglas","Douglas",9782170
"1305","IM.9782171","German","German",9782171
"1306","IM.9782172","Jurby","Jurby",9782172
"1307","IM.9782173","Laxey","Laxey",9782173
"1308","IM.9782176","Lezayre","Lezayre",9782176
"1309","IM.9782180","Lonan","Lonan",9782180
"1310","IM.9782182","Malew","Malew",9782182
"1311","IM.9782183","Marown","Marown",9782183
"1312","IM.9782184","Maughold","Maughold",9782184
"1313","IM.9782185","Michael","Michael",9782185
"1314","IM.9782186","Onchan","Onchan",9782186
"1315","IM.9782187","Patrick","Patrick",9782187
"1316","IM.9782188","Peel","Peel",9782188
"1317","IM.9782189","Port Erin","Port Erin",9782189
"1318","IM.9782190","Port St Mary","Port St Mary",9782190
"1319","IM.9782191","Ramsey","Ramsey",9782191
"1320","IM.9782192","Rushen","Rushen",9782192
"1321","IM.9782193","Santon","Santon",9782193
"1322","IN.28","West Bengal","West Bengal",1252881
"1323","IN.36","Uttar Pradesh","Uttar Pradesh",1253626
"1324","IN.26","Tripura","Tripura",1254169
"1325","IN.40","Telangana","Telangana",1254788
"1326","IN.25","Tamil Nadu","Tamil Nadu",1255053
"1327","IN.29","Sikkim","Sikkim",1256312
"1328","IN.24","Rajasthan","Rajasthan",1258899
"1329","IN.23","Punjab","Punjab",1259223
"1330","IN.22","Puducherry","Puducherry",1259424
"1331","IN.21","Odisha","Odisha",1261029
"1332","IN.20","Nagaland","Nagaland",1262271
"1333","IN.31","Mizoram","Mizoram",1262963
"1334","IN.18","Meghalaya","Meghalaya",1263207
"1335","IN.17","Manipur","Manipur",1263706
"1336","IN.16","Maharashtra","Maharashtra",1264418
"1337","IN.35","Madhya Pradesh","Madhya Pradesh",1264542
"1338","IN.14","Laccadives","Laccadives",1265206
"1339","IN.13","Kerala","Kerala",1267254
"1340","IN.19","Karnataka","Karnataka",1267701
"1341","IN.12","Jammu and Kashmir","Jammu and Kashmir",1269320
"1342","IN.11","Himachal Pradesh","Himachal Pradesh",1270101
"1343","IN.10","Haryana","Haryana",1270260
"1344","IN.09","Gujarat","Gujarat",1270770
"1345","IN.32","Daman and Diu","Daman and Diu",1271155
"1346","IN.33","Goa","Goa",1271157
"1347","IN.07","Delhi","Delhi",1273293
"1348","IN.06","Dadra and Nagar Haveli","Dadra and Nagar Haveli",1273726
"1349","IN.05","Chandigarh","Chandigarh",1274744
"1350","IN.34","Bihar","Bihar",1275715
"1351","IN.03","Assam","Assam",1278253
"1352","IN.30","Arunachal Pradesh","Arunachal Pradesh",1278341
"1353","IN.02","Andhra Pradesh","Andhra Pradesh",1278629
"1354","IN.01","Andaman and Nicobar","Andaman and Nicobar",1278647
"1355","IN.37","Chhattisgarh","Chhattisgarh",1444364
"1356","IN.38","Jharkhand","Jharkhand",1444365
"1357","IN.39","Uttarakhand","Uttarakhand",1444366
"1358","IN.41","Ladakh","Ladakh",12096464
"1359","IQ.02","Basra","Basra",89341
"1360","IQ.16","Wasit","Wasit",89693
"1361","IQ.18","Salah ad Din","Salah ad Din",91695
"1362","IQ.15","Nineveh","Nineveh",92877
"1363","IQ.14","Maysan","Maysan",93540
"1364","IQ.12","Karbala'","Muhafazat Karbala'",94823
"1365","IQ.11","Arbil","Arbil",95445
"1366","IQ.10","Diyalá","Diyala",96965
"1367","IQ.09","Dhi Qar","Dhi Qar",97019
"1368","IQ.08","Dahuk","Dahuk",97270
"1369","IQ.07","Baghdad","Baghdad",98180
"1370","IQ.06","Babil","Babil",98227
"1371","IQ.13","Kirkuk","Kirkuk",98410
"1372","IQ.05","Sulaymaniyah","Sulaymaniyah",98465
"1373","IQ.17","An Najaf","An Najaf",98862
"1374","IQ.04","Al Qadisiyah","Al Qadisiyah",99022
"1375","IQ.03","Al Muthanná","Al Muthanna",99032
"1376","IQ.01","Al Anbar","Al Anbar",99592
"1377","IR.26","Tehran","Tehran",110791
"1378","IR.36","Zanjan","Zanjan",111452
"1379","IR.40","Yazd","Yazd",111821
"1380","IR.25","Semnan","Semnan",116401
"1381","IR.35","Mazandaran","Mazandaran",124544
"1382","IR.34","Markazi","Markazi",124763
"1383","IR.23","Lorestan","Lorestan",125605
"1384","IR.16","Kordestan","Kordestan",126584
"1385","IR.05","Kohgiluyeh and Boyer-Ahmad","Kohgiluyeh and Boyer-Ahmad",126878
"1386","IR.15","Khuzestan","Khuzestan",127082
"1387","IR.13","Kermanshah","Kermanshah",128222
"1388","IR.29","Kerman","Kerman",128231
"1389","IR.10","Ilam Province","Ilam Province",130801
"1390","IR.11","Hormozgan","Hormozgan",131222
"1391","IR.09","Hamadan","Hamadan",132142
"1392","IR.08","Gilan","Gilan",133349
"1393","IR.07","Fars","Fars",134766
"1394","IR.03","Chaharmahal and Bakhtiari","Chaharmahal and Bakhtiari",139677
"1395","IR.22","Bushehr","Bushehr",139816
"1396","IR.33","East Azerbaijan","East Azerbaijan",142549
"1397","IR.01","West Azerbaijan","West Azerbaijan",142550
"1398","IR.32","Ardabil","Ardabil",413931
"1399","IR.28","Isfahan","Isfahan",418862
"1400","IR.37","Golestan","Golestan",443792
"1401","IR.38","Qazvin","Qazvin",443793
"1402","IR.39","Qom","Qom",443794
"1403","IR.04","Sistan and Baluchestan","Sistan and Baluchestan",1159456
"1404","IR.41","Khorasan-e Jonubi","Khorasan-e Jonubi",6201374
"1405","IR.42","Razavi Khorasan","Razavi Khorasan",6201375
"1406","IR.43","North Khorasan","North Khorasan",6201376
"1407","IR.44","Alborz","Alborz",7648907
"1408","IS.41","Northwest","Northwest",3337403
"1409","IS.40","Northeast","Northeast",3337404
"1410","IS.38","East","East",3337405
"1411","IS.42","South","South",3337406
"1412","IS.39","Capital Region","Capital Region",3426182
"1413","IS.43","Southern Peninsula","Southern Peninsula",3426183
"1414","IS.45","West","West",3426184
"1415","IS.44","Westfjords","Westfjords",3426185
"1416","IT.15","Sicily","Sicily",2523119
"1417","IT.14","Sardinia","Sardinia",2523228
"1418","IT.03","Calabria","Calabria",2525468
"1419","IT.20","Veneto","Veneto",3164604
"1420","IT.19","Aosta Valley","Aosta Valley",3164857
"1421","IT.18","Umbria","Umbria",3165048
"1422","IT.17","Trentino-Alto Adige","Trentino-Alto Adige",3165244
"1423","IT.16","Tuscany","Tuscany",3165361
"1424","IT.13","Apulia","Apulia",3169778
"1425","IT.12","Piedmont","Piedmont",3170831
"1426","IT.11","Molise","Molise",3173222
"1427","IT.10","The Marches","The Marches",3174004
"1428","IT.09","Lombardy","Lombardy",3174618
"1429","IT.08","Liguria","Liguria",3174725
"1430","IT.07","Latium","Latium",3174976
"1431","IT.06","Friuli Venezia Giulia","Friuli Venezia Giulia",3176525
"1432","IT.05","Emilia-Romagna","Emilia-Romagna",3177401
"1433","IT.04","Campania","Campania",3181042
"1434","IT.02","Basilicate","Basilicate",3182306
"1435","IT.01","Abruzzo","Abruzzo",3183560
"1436","JE.3237072","St Clement","St Clement",3237072
"1437","JE.3237073","St Saviour","St Saviour",3237073
"1438","JE.3237200","St. Brelade","St. Brelade",3237200
"1439","JE.3237203","Grouville","Grouville",3237203
"1440","JE.3237212","St Mary","St Mary",3237212
"1441","JE.3237214","St Lawrence","St Lawrence",3237214
"1442","JE.3237221","St Peter","St Peter",3237221
"1443","JE.3237229","St Ouen","St Ouen",3237229
"1444","JE.3237497","St John","St John",3237497
"1445","JE.3237530","Trinity","Trinity",3237530
"1446","JE.3237716","St Martîn","St Martin",3237716
"1447","JE.3237864","St Helier","St Helier",3237864
"1448","JM.16","Westmoreland","Westmoreland",3488081
"1449","JM.15","Trelawny","Trelawny",3488222
"1450","JM.14","St. Thomas","St. Thomas",3488688
"1451","JM.13","St. Mary","St. Mary",3488693
"1452","JM.12","St. James","St. James",3488700
"1453","JM.11","St. Elizabeth","St. Elizabeth",3488708
"1454","JM.10","Saint Catherine","Saint Catherine",3488711
"1455","JM.09","St Ann","St Ann",3488715
"1456","JM.08","St. Andrew","St. Andrew",3488716
"1457","JM.07","Portland","Portland",3488997
"1458","JM.04","Manchester","Manchester",3489586
"1459","JM.17","Kingston","Kingston",3489853
"1460","JM.02","Hanover","Hanover",3490145
"1461","JM.01","Clarendon","Clarendon",3490952
"1462","JO.19","Ma’an","Ma'an",248380
"1463","JO.18","Irbid","Irbid",248944
"1464","JO.17","Zarqa","Zarqa",250092
"1465","JO.12","Tafielah","Tafielah",250199
"1466","JO.16","Amman","Amman",250439
"1467","JO.15","Mafraq","Mafraq",250583
"1468","JO.09","Karak","Karak",250625
"1469","JO.02","Balqa","Balqa",250751
"1470","JO.20","Ajlun","Ajlun",443120
"1471","JO.22","Jerash","Jerash",443121
"1472","JO.21","Aqaba","Aqaba",443122
"1473","JO.23","Madaba","Madaba",443123
"1474","JP.46","Yamanashi","Yamanashi",1848649
"1475","JP.45","Yamaguchi","Yamaguchi",1848681
"1476","JP.43","Wakayama","Wakayama",1848938
"1477","JP.42","Toyama","Toyama",1849872
"1478","JP.41","Tottori","Tottori",1849890
"1479","JP.40","Tokyo","Tokyo",1850144
"1480","JP.39","Tokushima","Tokushima",1850157
"1481","JP.38","Tochigi","Tochigi",1850310
"1482","JP.37","Shizuoka","Shizuoka",1851715
"1483","JP.36","Shimane","Shimane",1852442
"1484","JP.35","Shiga","Shiga",1852553
"1485","JP.34","Saitama","Saitama",1853226
"1486","JP.33","Saga","Saga",1853299
"1487","JP.32","Osaka","Osaka",1853904
"1488","JP.47","Okinawa","Okinawa",1854345
"1489","JP.31","Okayama","Okayama",1854381
"1490","JP.30","Oita","Oita",1854484
"1491","JP.29","Niigata","Niigata",1855429
"1492","JP.28","Nara","Nara",1855608
"1493","JP.27","Nagasaki","Nagasaki",1856156
"1494","JP.26","Nagano","Nagano",1856210
"1495","JP.25","Miyazaki","Miyazaki",1856710
"1496","JP.23","Mie","Mie",1857352
"1497","JP.22","Kyoto","Kyoto",1857907
"1498","JP.21","Kumamoto","Kumamoto",1858419
"1499","JP.20","Kochi","Kochi",1859133
